Time,FilteredSignal

0,-1.46332296382737e-05
0.013,6.60347638632166e-05
0.026,0.000189007752938282
0.039,0.000378480078677505
0.051,0.000655439712699347
0.064,0.00103512653219714
0.079,0.00152455026339025
0.093,0.00212036844594005
0.107,0.00280744707221325
0.119,0.00355838473885776
0.132,0.00433418817887617
0.144,0.00508616103662708
0.156,0.00575892522770806
0.169,0.00629435471659857
0.181,0.00663609038220072
0.194,0.00673424276547761
0.207,0.00654988005014726
0.219,0.00605892881265484
0.231,0.00525517035223581
0.244,0.00415208694771056
0.257,0.00278339355140198
0.269,0.00120217439061845
0.282,-0.000521372695433968
0.294,-0.00230349713011229
0.307,-0.00405158870424256
0.319,-0.00566974633578325
0.331,-0.00706489040400027
0.344,-0.0081530234145981
0.356,-0.00886519860683197
0.369,-0.00915273908341003
0.381,-0.00899127142664731
0.394,-0.00838320088774869
0.408,-0.00735835629846542
0.42,-0.00597266633996123
0.432,-0.00430488727838941
0.445,-0.00245157109465297
0.457,-0.000520621916110914
0.471,0.0013760791925319
0.485,0.00313040620759958
0.497,0.00464545292894966
0.51,0.0058421116299174
0.523,0.00666421159621588
0.535,0.00708178964836001
0.548,0.00709224511991568
0.561,0.00671934492752136
0.573,0.00601025484103089
0.586,0.00503094629780826
0.599,0.00386044576040713
0.612,0.00258445411823299
0.624,0.00128887252966018
0.637,5.37345694725778e-05
0.649,-0.00105202991827381
0.662,-0.00197467500410148
0.675,-0.00267835252963381
0.688,-0.00314636353173526
0.7,-0.0033809580115627
0.713,-0.00340178918144291
0.726,-0.00324320800903897
0.738,-0.00295064360908219
0.751,-0.00257635467153034
0.763,-0.00217486099565605
0.775,-0.00179837493250035
0.787,-0.00149254820922461
0.799,-0.00129282807701568
0.813,-0.00122167824488854
0.825,-0.00128686473197204
0.838,-0.00148093365060327
0.85,-0.00178191867782197
0.863,-0.00215521742600525
0.876,-0.00255647830108163
0.888,-0.00293525348971038
0.901,-0.00323911005707602
0.912,-0.00341785963839033
0.925,-0.00342757323152856
0.937,-0.00323408739440497
0.949,-0.00281576951572223
0.961,-0.00216537873418031
0.973,-0.00129092637762027
0.985,-0.000215503482079366
0.997,0.00102389433361452
1.009,0.00237845062178014
1.022,0.00379036343821034
1.034,0.00519621636494183
1.046,0.00653061885280139
1.058,0.0077298178690463
1.07,0.00873498972550199
1.083,0.00949498203681974
1.095,0.00996838349924784
1.107,0.0101249213317076
1.119,0.00994628284753367
1.131,0.00942650002783063
1.143,0.00857201919609418
1.156,0.00740152306031584
1.168,0.00594551267536581
1.181,0.00424561557306083
1.195,0.0023535681829719
1.208,0.000329821013828142
1.222,-0.00175827131419599
1.235,-0.00383869120716677
1.248,-0.00583741857761212
1.26,-0.0076814600897871
1.296,-0.00930214053682801
1.308,-0.0106384798636286
1.32,-0.0116404105172335
1.332,-0.0122715426773108
1.344,-0.0125111822989043
1.357,-0.0123553654609395
1.369,-0.0118167894601093
1.381,-0.0109236698275584
1.393,-0.00971769218870469
1.405,-0.00825131991114876
1.419,-0.00658474339125606
1.431,-0.00478272358084417
1.443,-0.00291151964764927
1.456,-0.00103602925194837
1.468,0.000782769247568283
1.481,0.00248999587732438
1.493,0.00403859350622414
1.506,0.00539053474059228
1.518,0.00651748588474862
1.531,0.00740095667062175
1.544,0.00803201468553301
1.557,0.00841067038861574
1.572,0.00854503350174861
1.584,0.00845031212946152
1.597,0.00814769375059894
1.61,0.00766313196618277
1.622,0.00702606721966995
1.635,0.00626812218980254
1.648,0.0054218222756521
1.661,0.00451939331653216
1.674,0.00359167903998233
1.687,0.00266720043400135
1.7,0.00177135804404315
1.712,0.000925768991210649
1.725,0.000147738309469639
1.744,-0.000550115927020209
1.757,-0.00116004251455795
1.77,-0.00167908932551663
1.782,-0.00210874292297776
1.794,-0.00245426024095349
1.807,-0.00272372445807166
1.819,-0.00292691427534473
1.833,-0.00307412601291016
1.847,-0.00317510837341996
1.859,-0.00323824509793288
1.871,-0.0032700561135142
1.884,-0.00327500796777922
1.896,-0.00325556286820182
1.908,-0.00321237682061905
1.921,-0.00314457986002076
1.933,-0.00305011055032596
1.945,-0.00292610607340303
1.958,-0.00276935595328853
1.971,-0.00257681408883233
1.983,-0.00234614130477133
1.996,-0.00207623215887022
2.009,-0.00176767317537632
2.022,-0.00142308467478502
2.035,-0.00104730979352335
2.047,-0.000647427301869116
2.06,-0.000232577070668499
2.073,0.000186401973507511
2.087,0.000597510364505087
2.099,0.000988276435964135
2.111,0.00134654499637932
2.124,0.00166129269501847
2.136,0.00192338358837746
2.148,0.00212618403892043
2.16,0.00226597620207181
2.172,0.00234213554865154
2.185,0.00235706421222671
2.197,0.00231589589736316
2.21,0.00222600855943598
2.222,0.00209639646084163
2.234,0.00193696130099305
2.247,0.001757782563866
2.259,0.00156842260600468
2.272,0.0013773146674362
2.284,0.00119127100742354
2.297,0.00101513293945311
2.31,0.000851570067533479
2.322,0.000701030779045402
2.336,0.000561850439148974
2.348,0.000430529003587725
2.361,0.000302186668343786
2.373,0.000171189713166583
2.385,3.19088727209815e-05
2.398,-0.000120463054942613
2.411,-0.000289134481244772
2.423,-0.000475083682835702
2.436,-0.000676656215668627
2.448,-0.000889437322529584
2.461,-0.00110640673253657
2.473,-0.00131835251671681
2.485,-0.00151450021993699
2.498,-0.00168330107812539
2.51,-0.0018133165435318
2.522,-0.0018941345497929
2.538,-0.00191725452535838
2.56,-0.0018768810461427
2.572,-0.00177056869582373
2.585,-0.00159966303409224
2.597,-0.00136948660098148
2.61,-0.00108922893625277
2.623,-0.000771519864728469
2.636,-0.000431695994701545
2.649,-8.68062194771312e-05
2.661,0.000245564890150072
2.673,0.000548553283314093
2.685,0.000807238972088448
2.697,0.00100973001832664
2.709,0.001148016145806
2.721,0.0012185204507953
2.735,0.00122229683405675
2.748,0.00116484365722311
2.761,0.00105553640667267
2.773,0.000906724291693519
2.786,0.000732580451534857
2.798,0.000547830678544673
2.811,0.000366501055188493
2.823,0.000200817640989385
2.834,6.03649299132368e-05
2.846,-4.84287796622904e-05
2.859,-0.00012245334939658
2.872,-0.000161739604244439
2.884,-0.000168989923430667
2.897,-0.000148891523795409
2.91,-0.00010730947671368
2.922,-5.04704843460242e-05
2.935,1.57497608899245e-05
2.947,8.63381508154087e-05
2.959,0.000157392114441685
2.971,0.000226091937786663
2.983,0.000290441555583658
2.995,0.000348870237394132
3.008,0.000399813932171235
3.02,0.000441389687507433
3.032,0.00047124169525094
3.044,0.000486588302988767
3.056,0.000484454091180434
3.068,0.000462039863505157
3.08,0.000417166868658658
3.092,0.000348727121292592
3.104,0.000257075948291505
3.115,0.000144311935495274
3.128,1.4400124253316e-05
3.14,-0.000126894287153872
3.152,-0.000272279956436433
3.164,-0.000413417741654307
3.176,-0.000541571119852581
3.188,-0.000648366878036042
3.2,-0.000726583531453808
3.212,-0.000770878518806231
3.224,-0.000778372359557355
3.236,-0.000749024573442658
3.248,-0.000685758523103433
3.261,-0.000594317985875014
3.273,-0.000482864581290251
3.286,-0.000361348174653734
3.298,-0.00024069885312334
3.311,-0.000131900127039921
3.323,-4.50129084164251e-05
3.335,1.17691700084629e-05
3.346,3.2943200808929e-05
3.358,1.63080326537157e-05
3.37,-3.67151868954783e-05
3.382,-0.000121100622251108
3.394,-0.00022857706409761
3.406,-0.000348286029773586
3.419,-0.000467661443121317
3.431,-0.000573439654491048
3.443,-0.000652711602775948
3.455,-0.000693939805011823
3.467,-0.000687874254272453
3.479,-0.000628311106634889
3.491,-0.000512647707887419
3.503,-0.00034219865523737
3.516,-0.00012225096573535
3.528,0.000138147114067965
3.54,0.000426650071774264
3.552,0.000728300120167346
3.564,0.00102638809245397
3.576,0.0013034379867586
3.588,0.00154226128807618
3.6,0.00172702810995637
3.612,0.00184430103607376
3.624,0.00188397279310564
3.636,0.00184004492126283
3.648,0.00171118679350507
3.66,0.00150102341792521
3.672,0.00121811418641201
3.685,0.000875602915782526
3.697,0.000490544221141343
3.709,8.29414152189551e-05
3.721,-0.000325440439576949
3.733,-0.000712403996521871
3.745,-0.00105670163109596
3.757,-0.00133937904969305
3.769,-0.00154499200832411
3.781,-0.00166261353480514
3.794,-0.00168655983873925
3.806,-0.00161678087482467
3.818,-0.00145888738419241
3.83,-0.00122381738471776
3.842,-0.00092717488863456
3.854,-0.000588295241599696
3.867,-0.00022910176912294
3.879,0.000127180431505609
3.89,0.00045738987564863
3.903,0.000739809581802401
3.915,0.000955496271229275
3.927,0.00108948657999501
3.939,0.00113180839058662
3.951,0.00107823049516543
3.963,0.00093069406771466
3.979,0.000697382652914277
3.995,0.000392402774297001
4.011,3.50669040882921e-05
4.027,-0.000351203884826727
4.043,-0.000740310342245422
4.059,-0.00110515999994519
4.075,-0.00141949819378584
4.091,-0.00165975259011001
4.107,-0.00180674686292064
4.123,-0.00184714394399955
4.139,-0.00177449945911336
4.155,-0.00158983643315366
4.171,-0.00130168819948005
4.187,-0.000925595757317293
4.203,-0.000483088324370872
4.219,-2.19562499819797e-07
4.235,0.000494228059250858
4.251,0.000970728515807772
4.267,0.00140103044882591
4.283,0.00176005393940744
4.3,0.00202752749305184
4.316,0.00218925302736296
4.332,0.00223791925523408
4.348,0.002173418924041
4.364,0.00200266007242251
4.38,0.00173889583797268
4.396,0.0014006315470826
4.412,0.00101019934759974
4.428,0.000592116007700315
4.444,0.000171355739162951
4.46,-0.000228326278685771
4.476,-0.000585895238843684
4.492,-0.000884263684646053
4.509,-0.0011111779287517
4.524,-0.00125972948955858
4.54,-0.00132848104499685
4.556,-0.00132121317765203
4.572,-0.00124631401333613
4.588,-0.00111585354981009
4.604,-0.000944407760393883
4.621,-0.000747721665936704
4.637,-0.000541323534210931
4.653,-0.000339221220416541
4.669,-0.000152818547532022
4.685,9.82540808990806e-06
4.701,0.000144311510368452
4.717,0.000249766148324334
4.733,0.000328297493176298
4.749,0.000384140217778395
4.765,0.000422626287147308
4.781,0.000449134854414942
4.797,0.000468165146957298
4.814,0.000482647633506378
4.829,0.000493567149633733
4.846,0.000499923079752639
4.861,0.000499002873012381
4.878,0.000486903440134056
4.894,0.000459207193549694
4.91,0.000411710665059031
4.926,0.000341113479123607
4.942,0.000245596347712334
4.958,0.000125238852187646
4.974,-1.77532915240611e-05
4.99,-0.000179024341143365
5.006,-0.00035224312203245
5.022,-0.000529455151022066
5.038,-0.000701579830745632
5.054,-0.000859012912857474
5.07,-0.000992288709374338
5.086,-0.00109275143392021
5.102,-0.00115318173330618
5.118,-0.00116832516490873
5.134,-0.00113527644166985
5.15,-0.00105368760830746
5.166,-0.000925788398565517
5.183,-0.000756229033065285
5.199,-0.000551774541384691
5.215,-0.000320891324920008
5.231,-7.32697192484982e-05
5.247,0.000180678903488952
5.263,0.000430323444688275
5.279,0.000665299059431655
5.295,0.000875973529970719
5.311,0.001053890950497
5.327,0.00119218174460059
5.343,0.00128591575587867
5.359,0.00133236634728661
5.376,0.00133115326414324
5.392,0.00128424054531792
5.408,0.0011957800674634
5.424,0.00107180754331799
5.44,0.000919812857664546
5.456,0.00074821929016882
5.472,0.00056581594382352
5.488,0.000381192375224391
5.504,0.000202220991032725
5.52,3.56219271191288e-05
5.536,-0.000113367605724712
5.552,-0.000241206756783615
5.568,-0.000346139051295461
5.584,-0.000428149147314644
5.6,-0.000488786488581193
5.616,-0.000530862234961636
5.632,-0.000558038395983628
5.648,-0.000574343212509431
5.664,-0.000583661004719336
5.68,-0.000589253188364078
5.697,-0.000593367172226133
5.713,-0.000596981816271906
5.729,-0.000599723218048138
5.745,-0.000599963585120998
5.761,-0.00059509083599714
5.777,-0.000581912153216264
5.793,-0.000557137983642612
5.809,-0.00051788843627495
5.825,-0.000462168710147661
5.841,-0.00038926656718331
5.857,-0.00030002958048934
5.873,-0.000196986646234713
5.889,-8.42917230064649e-05
5.905,3.25124783496946e-05
5.921,0.000146892007505336
5.937,0.000251843790553671
5.953,0.00034049315031427
5.969,0.000406710498807443
5.986,0.000445690619436219
6.002,0.000454444203682559
6.018,0.000432160693474232
6.034,0.000380410286345122
6.05,0.000303161391283756
6.066,0.000206600471438983
6.082,9.87548323757616e-05
6.098,-1.10657472114333e-05
6.114,-0.000112976374541677
6.13,-0.000197324154088531
6.146,-0.000255529173617807
6.162,-0.000280880697277839
6.178,-0.000269205975929536
6.194,-0.000219337738032104
6.21,-0.000133327049720981
6.226,-1.63761296401294e-05
6.242,0.000123505497083352
6.259,0.000276093763327356
6.274,0.000429745588248418
6.291,0.000572335839529043
6.307,0.000692259671305278
6.323,0.000779411400425032
6.339,0.000826045740162283
6.355,0.000827434696434991
6.371,0.000782254814521892
6.387,0.000692670210483835
6.403,0.000564109786414373
6.419,0.000404766588446473
6.435,0.00022487064550053
6.451,3.58032566677745e-05
6.467,-0.000150868471880219
6.483,-0.000324351720043478
6.499,-0.000475495589657502
6.515,-0.000597483269033521
6.531,-0.00068627859375976
6.547,-0.000740779940551788
6.563,-0.000762666143726643
6.579,-0.000755955911373618
6.596,-0.000726338454903683
6.612,-0.000680361936104516
6.628,-0.000624583132483371
6.644,-0.000564784885070992
6.66,-0.000505357012916452
6.676,-0.000448912394976269
6.692,-0.000396176641971456
6.708,-0.000346152346433504
6.724,-0.000296522075629318
6.74,-0.000244223072859995
6.756,-0.000186106345241124
6.772,-0.000119587224047224
6.788,-4.32032971082223e-05
6.804,4.29863701562005e-05
6.82,0.000137205475795748
6.836,0.000235989999424465
6.852,0.000334439746240642
6.868,0.000426663061850433
6.884,0.000506362987461954
6.9,0.000567496235836637
6.916,0.000604928996308066
6.933,0.000615017833597096
6.949,0.00059605761211176
6.965,0.000548556189138875
6.981,0.000475313182979096
6.997,0.000381295243448895
7.013,0.000273312588213668
7.029,0.000159513222574773
7.045,4.87259336876911e-05
7.061,-5.02976703234913e-05
7.077,-0.000129671620950958
7.093,-0.000183110014742641
7.109,-0.000206521646856866
7.125,-0.000198393421588754
7.141,-0.000159918450488275
7.157,-9.48592947143523e-05
7.173,-9.17193196532217e-06
7.189,8.9554919814735e-05
7.205,0.000192773303880655
7.222,0.000291687446494351
7.238,0.000377936297461617
7.254,0.000444194454731766
7.27,0.000484655181640911
7.286,0.000495375772843606
7.302,0.000474478931935553
7.318,0.000422211482452156
7.334,0.000340864956244359
7.35,0.000234565480217125
7.366,0.000108945925381406
7.382,-2.92778402176905e-05
7.398,-0.000172793789393632
7.414,-0.000314201497681605
7.43,-0.000446496100435997
7.446,-0.000563490765652628
7.462,-0.000660154231686544
7.479,-0.000732854989538872
7.495,-0.000779513095253975
7.511,-0.000799661636022187
7.527,-0.000794415020062166
7.543,-0.000766336643527334
7.559,-0.00071920013088238
7.575,-0.000657648256887294
7.591,-0.000586768538419477
7.607,-0.000511618690217134
7.623,-0.000436745035175283
7.639,-0.000365742203596495
7.655,-0.000300903898887504
7.671,-0.000243011460620014
7.687,-0.000191296676088037
7.703,-0.000143595863776974
7.719,-9.66856635946344e-05
7.735,-4.67625866992443e-05
7.751,9.99524812838767e-06
7.767,7.68580215762702e-05
7.783,0.000156036317263951
7.8,0.000248289767332513
7.816,0.000352686306167885
7.832,0.000466529481407832
7.848,0.000585459247934421
7.864,0.0007037201335327
7.88,0.000814575972640219
7.896,0.000910833544897313
7.912,0.000985423918501142
7.928,0.00103198541867129
7.944,0.00104539686514985
7.96,0.001022221145822
7.976,0.000961033207038279
7.992,0.000862618905042716
8.009,0.000730038583563737
8.024,0.000568551939211208
8.04,0.000385402666050002
8.056,0.000189465965868166
8.072,-9.23098850388237e-06
8.089,-0.000200097950275194
8.105,-0.000372654097233815
8.121,-0.000517248485320851
8.137,-0.000625781043225184
8.153,-0.000692366328898562
8.169,-0.000713878261087007
8.185,-0.000690318351345552
8.201,-0.000624960186960479
8.217,-0.000524236806965044
8.233,-0.00039735654459499
8.249,-0.000255658720541284
8.265,-0.000111750755162175
8.281,2.15039839376097e-05
8.297,0.000132059669389795
8.313,0.000209727522894862
8.33,0.000247086992647094
8.346,0.000240180454801615
8.362,0.000188915969347072
8.378,9.71256716225608e-05
8.394,-2.77383853403247e-05
8.41,-0.000175248812174996
8.426,-0.000332927358823387
8.442,-0.000487358579271888
8.458,-0.000625383206929223
8.474,-0.000735255085873021
8.49,-0.000807650197062804
8.506,-0.000836431703068974
8.522,-0.000819100288331653
8.538,-0.000756891581546562
8.554,-0.000654517670701713
8.57,-0.000519585019378041
8.586,-0.000361755745174364
8.602,-0.00019174984505296
8.618,-2.03047769129167e-05
8.634,0.000142790583296754
8.65,0.000289486860418252
8.666,0.000414015158523394
8.683,0.000513133405106675
8.699,0.00058606706298882
8.715,0.000634170158627015
8.731,0.000660368248874307
8.747,0.000668472586703654
8.763,0.000662469569754482
8.779,0.000645888910551957
8.795,0.000621336578939523
8.811,0.000590247286421354
8.827,0.000552873686350872
8.843,0.000508492998544418
8.859,0.000455781182051475
8.875,0.000393284320551149
8.891,0.000319910053011931
8.907,0.000235368062288135
8.923,0.000140502687483663
8.939,3.74768823072947e-05
8.955,-7.02170380613621e-05
8.971,-0.000177926063020332
8.987,-0.000280168792628883
9.004,-0.000371093542060224
9.02,-0.000445008982991204
9.036,-0.000496929265838647
9.052,-0.000523079573110573
9.068,-0.000521316127008701
9.084,-0.000491423710888277
9.1,-0.000435263286119851
9.116,-0.000356752326456247
9.132,-0.000261670514729636
9.148,-0.000157293754144474
9.164,-5.18718037463192e-05
9.18,4.60200091303796e-05
9.196,0.000128208602093656
9.212,0.0001876698728876
9.229,0.000219222994219166
9.244,0.000220096580390556
9.261,0.000190297626467727
9.277,0.000132733306818648
9.293,5.30632559151386e-05
9.309,-4.07113753191128e-05
9.325,-0.000138890235954822
9.341,-0.000230893016430916
9.357,-0.000306181718699181
9.373,-0.000355199589297474
9.389,-0.000370238782129748
9.405,-0.000346157544945322
9.421,-0.000280883153276004
9.437,-0.000175656968102071
9.453,-3.5002905412663e-05
9.469,0.000133570998464316
9.485,0.000320100571171079
9.501,0.000512864457540862
9.517,0.00069918517843187
9.533,0.000866264636272441
9.55,0.00100199549323204
9.566,0.00109570231153617
9.582,0.00113877952152681
9.598,0.00112520583639596
9.614,0.00105192499473267
9.63,0.000919088256165938
9.646,0.000730153522161168
9.662,0.000491831684725547
9.678,0.000213867988280593
9.694,-9.13520555081287e-05
9.71,-0.000409376607379538
9.726,-0.000724435153513546
9.742,-0.00102033686130463
9.758,-0.00128147398154526
9.774,-0.00149386115791504
9.79,-0.0016461235841989
9.806,-0.00173033949051649
9.822,-0.00174264841189607
9.838,-0.00168355681312891
9.854,-0.00155790396002215
9.871,-0.00137448652233423
9.887,-0.00114537277017232
9.903,-0.000884962889051801
9.919,-0.000608871487662999
9.935,-0.000332722818724006
9.951,-7.09577113365181e-05
9.967,0.000164248653800301
9.983,0.000363868494301087
9.999,0.000522629767013012
10.015,0.000639298081162492
10.031,0.000716601643557573
10.047,0.000760795987941901
10.063,0.000780897313415361
10.079,0.000787646178853497
10.095,0.0007922927675174
10.111,0.000805318018069088
10.127,0.000835217779461263
10.144,0.000887474696615565
10.16,0.000963822408353471
10.176,0.0010618723616166
10.192,0.00117513323152472
10.208,0.00129341525934427
10.224,0.00140358218913544
10.24,0.00149059262418345
10.256,0.00153875797452319
10.272,0.00153313203725437
10.288,0.00146093471438456
10.304,0.00131289975898987
10.32,0.00108442880982996
10.336,0.00077643836210495
10.352,0.000395806155914559
10.368,-4.46440141482164e-05
10.384,-0.000526640602418776
10.4,-0.00102742522075651
10.416,-0.00152111395256244
10.432,-0.0019803593471592
10.449,-0.00237818465922587
10.464,-0.00268984579899816
10.481,-0.00289457491508089
10.497,-0.00297707205263901
10.513,-0.002928635191504
10.529,-0.00274785059715767
10.545,-0.00244080138267657
10.561,-0.0020207889374931
10.577,-0.00150759558702907
10.593,-0.000926344652161481
10.609,-0.000306035503010666
10.625,0.000322152899647229
10.641,0.000926685792754069
10.657,0.00147751404862873
10.674,0.00194782311519583
10.689,0.00231558434317537
10.706,0.00256481474855084
10.721,0.00268646803794674
10.738,0.00267890063106028
10.754,0.00254787976937313
10.77,0.00230612517398832
10.786,0.00197240107680667
10.802,0.00157020356449663
10.818,0.00112611971120516
10.834,0.000667966355988497
10.85,0.000222841418251714
10.866,-0.000184765095445692
10.882,-0.000534651113084357
10.898,-0.000812234572786818
10.914,-0.00100942196930396
10.931,-0.00112493418477411
10.946,-0.00116405720569007
10.962,-0.00113783743138137
10.978,-0.00106179283980519
10.994,-0.000954256647030059
11.011,-0.000834504086518715
11.027,-0.000720832334072079
11.043,-0.000628768590680445
11.059,-0.000569572909527912
11.075,-0.000549178989666511
11.091,-0.000567676666597889
11.107,-0.000619388157546265
11.123,-0.000693533047253384
11.139,-0.000775419369668787
11.155,-0.000848044426975691
11.171,-0.000893946450522875
11.187,-0.000897123981387692
11.203,-0.000844835988551295
11.219,-0.000729109258935819
11.235,-0.000547806636207404
11.251,-0.000305148571923091
11.267,-1.16303887241986e-05
11.283,0.000316664803178484
11.299,0.000659299366097274
11.316,0.000993150634372433
11.332,0.00129436585704106
11.348,0.00154042464608141
11.364,0.00171212064061697
11.38,0.00179528222121409
11.396,0.00178207701812872
11.412,0.00167178315671319
11.428,0.00147095804103429
11.444,0.00119298884864506
11.46,0.000857063366026423
11.476,0.000486651109266867
11.492,0.000107628559657319
11.508,-0.000253785069252769
11.524,-0.000573097146304094
11.54,-0.000829431770633096
11.556,-0.00100707682560271
11.572,-0.00109656234925813
11.588,-0.00109519503865775
11.605,-0.00100702924980423
11.62,-0.000842308822306166
11.637,-0.000616459652818062
11.653,-0.000348744529370552
11.669,-6.07079720388377e-05
11.685,0.000225456715671798
11.701,0.00048848929136216
11.717,0.000709475693204387
11.733,0.000872996983206267
11.749,0.000967951690042925
11.765,0.000988026976314904
11.781,0.000931827837983833
11.797,0.000802697594043847
11.813,0.000608277536570524
11.829,0.000359861912385571
